gene_name	HCM-CSHL-0080-C25-01A	HCM-SANG-0291-C15-85A-01R-A80W-32	HCM-SANG-0265-C18-85A	HCM-CSHL-0160-C18-01B	HCM-SANG-0269-C18-85A-01R-A80W-32
PHF21B	6	0	1	5	5
TRAF1	591	157	485	378	156
RC3H2	3094	4757	5051	4324	1841
IL17RB	272	1607	530	563	1789
TRAF3IP2	956	3351	1686	737	2224
GYG2	251	298	459	659	458
DCBLD2	15508	5	5247	1298	707
SERPINB3	530	0	0	2	0
SOAT1	3424	1154	3942	1495	1335
PKP2	1512	7130	5730	2527	2193
MSH4	7	28	26	23	7
F7	3	105	36	22	78
GDI2	7671	16512	17331	5371	40785
PRDM1	1743	65	78	1915	113
ATG5	1666	2014	1873	1269	6445
TMCC3	835	101	176	840	31
PITHD1	823	2151	2036	787	1801
MTA3	990	2299	1518	858	2247
USP13	610	298	914	454	411
ATP11B	3603	5969	5822	5247	1843
LAMC2	76562	5004	4348	2239	3292
CDK14	5643	28	71	622	14
SEC61A1	8718	7183	6124	4377	3795
PPP1R12A	3693	2790	2961	3151	1302
RASGRF1	73	28	97	57	17
CAMK2B	12	0	465	15	12
CROCC	823	1124	563	369	631
POLR3E	1113	2524	2561	1144	1267
ATP2B4	7813	2164	2046	2735	728
ZC3H11A	42	3	22	52	19
RIOK2	525	1037	1776	615	1879
YIPF1	810	932	761	477	730
NDC1	1508	3833	4724	1608	1815
DGKG	144	173	67	196	73
FLYWCH1	999	1442	1114	504	662
UNKL	659	640	381	391	442
TBXAS1	1075	277	5817	776	1787
PARP12	2906	477	910	2439	461
ALDH18A1	2350	18181	14612	2751	3873
TARBP1	2119	1317	4572	3297	2013
GATB	465	968	543	466	350
MXD1	2758	983	1311	2910	2772
CDK17	1677	945	1036	1311	778
DNAJC25	209	452	504	231	624
SLC2A3	3931	15	344	1103	26
PSD	220	67	40	23	66
CTDP1	1112	1065	499	375	137
YBX3	5919	7505	2548	3057	10694
STYK1	429	107	107	305	54
WNK1	15752	12829	6468	7348	3668
RPS17P5	2	1	1	5	33
CCAR1	2428	4395	3661	2246	3819
OGFR	1702	2163	1790	1102	1687
GNA15	623	27	42	110	12
CREB3L3	6	217	9	15	0
PIGV	576	1575	962	433	560
PTPRU	5089	276	312	483	319
SNRNP40	1067	2303	2101	572	1720
RIMBP2	26	0	171	180	35
COL11A1	22414	0	8	1069	0
QSER1	3828	1804	2818	3692	1144
MPC1	442	1575	927	451	2307
ACAA1	668	1518	735	589	1125
BCAT1	2645	0	8	1531	5
HDAC7	4537	3266	1210	1074	841
LZTS1	716	0	4	151	5
PRDM6	317	3	2	142	2
WNT8A	0	0	1	3	0
SPAG4	326	571	391	164	1290
NCKAP1	10082	9775	6194	6715	7621
MRPS35	1840	6558	3884	1722	7740
GUCY1B1	860	0	4	459	2
SFSWAP	1200	2499	1251	1535	2051
TNK2	1460	7625	701	807	1505
MON2	2893	1576	1653	3345	1628
CDH3	11828	6065	5312	1065	1987
ARSF	2	0	0	3	0
GPBP1	2870	4040	4407	3117	6040
DGAT2	452	272	1618	405	905
ZNF112	352	187	155	172	85
CS	2347	11572	8759	3214	7111
LTK	29	154	37	31	57
MRPS24	7	5	11	23	26
ELMO2	1051	982	1254	1187	853
WAPL	3321	5793	6205	3300	1572
VMP1	30905	5867	3856	20069	12582
APPBP2	2530	1718	1764	1737	1125
POLD1	792	2183	1285	262	513
SEZ6	131	3	7	65	21
EIF4B	8317	43608	32020	6293	19941
SLC6A16	140	43	6	70	90
BICRA	444	1071	104	345	364
SPHK2	417	3603	575	215	423
RPL18	9228	38510	26660	3372	244956
CA11	69	520	163	29	269
ISOC2	936	1901	881	235	1399
U2AF2	2900	14009	4581	1231	7503
EPN1	3075	10117	1961	1890	3344
MED29	1753	2702	1036	643	922
AHRR	14	2	19	30	45
GSC2	0	0	0	1	0
ZNF275	1294	846	1898	1489	752
MTMR1	1156	1657	2613	1204	560
GPC1	2345	2006	488	625	220
ADCK1	275	557	515	167	513
HAGH	643	1736	1030	325	1184
RNF4	2183	3785	2993	1664	794
CASP8	1693	2515	1209	1604	1321
LIMCH1	805	61	93	906	194
INTS13	1371	1726	2457	636	2524
TM7SF3	3254	4093	1627	1282	1439
DLX3	0	0	6	50	118
SPA17	114	245	116	81	47
TSPAN32	20	1	2	23	5
CCN5	290	1	9	52	12
DMRT3	3	0	0	6	12
ST3GAL6	544	0	26	279	19
ATP2C2	1005	686	1127	1033	619
NGFR	288	7	287	60	31
CDON	901	223	262	218	206
TAF2	1354	1804	3449	1846	945
HIPK2	4244	3774	4115	4046	709
TNPO3	2647	3621	5519	3124	2035
BORCS8.MEF2B	3	1	0	4	0
RFXANK	375	1554	1016	129	1342
TMEM161A	432	1644	2464	169	1217
LPAR2	299	794	566	176	340
CTSA	4341	3276	2242	5082	3557
SUGP2	2527	3124	3405	2490	2954
SLC12A2	3403	5356	60009	23203	5424
SNX24	420	334	91	288	274
EYA2	137	0	0	94	7
CNN2	7052	8526	6345	1575	2737
ABCA7	1950	1287	1429	404	619
SNCAIP	197	2	72	582	73
DDX20	399	1178	1187	545	985
BTBD1	2270	6708	3149	1558	4296
FAR2	458	1091	1614	2054	735
BCAS1	1744	1202	132	1108	80
POU1F1	2	1	4	6	2
CHI3L2	38	5	12	84	0
SBNO2	4145	2171	2091	991	759
PMS1	788	1208	904	610	1853
HMG20B	1418	4298	1940	364	1626
CALCRL	1169	23	6	880	7
TAF11	608	651	567	432	1054
ANKS1A	2155	3568	2484	1430	806
AP3D1	4777	6840	5943	2503	3212
ZNF76	814	1155	1213	414	626
SLC9A3R2	1684	1601	900	291	624
NTHL1	242	882	924	137	936
UHRF1BP1	1882	1089	2233	1673	286
GNAI3	2292	3809	3549	2583	4814
IPO5	4946	11620	13499	5349	14782
OAT	2781	5029	11071	1931	10181
WDR3	989	3691	4434	1314	1529
PKN2	1970	5806	2125	3140	1928
WDR18	362	2051	999	85	347
TRAM2	2967	1516	1564	1985	513
NTN1	399	47	12	107	21
GLP2R	183	0	1	49	0
MCM10	211	862	1115	308	234
DGKA	1085	1627	405	740	350
ERBB3	5606	29527	11569	8314	9432
ROPN1	2	0	0	3	0
ANKRD44	1443	17	70	1315	24
KARS1	4022	8206	5488	1989	5887
ADAT1	1198	1401	1149	658	371
PDIA5	1014	1422	1081	560	1212
TBC1D22B	577	972	476	378	234
NDUFB4	993	3742	1508	693	9500
SPEN	5733	6840	3477	4757	1170
MYLK	8784	42	127	2861	154
ZC3H15	2115	4666	3180	1978	12480
MAP2K4	1146	686	1421	857	2103
PACC1	384	335	879	264	993
SNAP91	41	0	0	18	5
SLK	4121	7287	6919	4093	1872
CYB5R4	1194	1113	987	960	1846
COL17A1	2435	15250	4454	2083	97
GSTO2	421	1035	896	305	1189
SEC61A2	195	131	204	424	473
PRKCQ	184	0	8	190	154
TLE2	274	151	564	451	300
ASB1	817	1376	667	836	822
FAM107B	1983	5376	2945	1254	1201
ME1	536	1736	3574	490	13043
TBC1D1	3202	3979	2748	1293	1600
CDK13	4346	3194	5236	5472	1413
MTHFD2	1050	2807	7408	1490	20671
SLC9A7	2143	796	2823	405	1392
FOXJ2	1203	1715	537	810	456
YBX1	9620	63734	16367	7367	21210
PDE4A	810	520	108	485	629
PPP2R5A	1662	3271	3331	1955	2914
CTNNA2	7	0	36	31	14
ELAVL1	1537	4457	2913	1617	1855
TIE1	638	6	8	196	24
DIP2B	4541	2894	4796	3135	1167
SMARCD1	1271	3326	2495	1167	1732
KDM4A	887	1075	827	505	227
NFYC	753	1789	664	768	773
ZMYND12	42	159	25	30	33
SLC9A3	16	785	1172	918	1028
NGEF	313	528	525	383	529
ASPM	1575	2012	5252	2313	910
CD84	2348	0	35	1783	0
ELOVL1	1987	5756	2548	987	1777
SPI1	798	2	1	278	5
POLR1H	205	285	548	158	1529
MPPED2	32	0	2	29	2
CLDN18	160	116923	9	134	52
ZBTB11	1251	1683	1839	1162	1650
ATXN3	1562	850	806	957	1123
GOLGA5	3175	3266	1990	933	3349
FGFR2	222	4330	1689	392	255
LRRC40	405	608	593	342	508
ISOC1	268	1466	1176	549	877
EML1	1004	0	51	288	168
TRMT11	800	767	1414	843	2049
THUMPD1	2339	3058	3676	1559	2295
MSANTD3	507	667	560	353	1113
KIF26A	95	1	125	76	21
ATG2B	3642	2323	2579	1981	1444
ARFGEF1	5404	4609	4636	9102	3852
ACSM2B	2	0	1	9	0
ZFAT	568	425	559	343	123
MTFR1	596	2325	1846	1334	8683
STAG3	334	24	77	304	111
FECH	745	719	583	326	161
MYO9A	2948	1957	2472	2413	1080
DDX3Y	0	1	7	0	437
PFKP	5423	3885	2866	773	733
IDI1	823	5078	3417	1237	5220
SP100	5092	1883	777	4667	2772
KLF6	10430	3684	2833	9504	10115
PLPP1	526	298	306	372	260
NEO1	2142	4325	2868	2416	1581
TRAM1	6841	6305	7047	5107	7347
PHKA1	788	581	2176	666	1172
TNFRSF1A	4752	3071	1455	1378	1957
CACNB1	528	457	55	222	137
EVI5	1716	1344	1983	1902	451
STOML1	650	503	236	140	125
PKM	36222	95951	26907	4794	17642
DHX29	1178	1786	3515	1302	893
DNTTIP2	1076	2998	2295	1308	2023
METTL22	587	421	491	488	851
TP53BP1	2546	2917	3112	1470	723
TRO	362	12	2	109	5
RRP15	737	1152	1846	964	832
RHOA	14705	28503	12155	6865	30682
DHX8	3359	1081	2661	1473	822
PMS2P4	73	61	84	43	139
PRKCZ	357	1074	412	434	253
ZFY	0	0	8	0	47
IARS2	3989	9137	9489	2590	3427
SYT1	197	556	812	265	137
NAV3	925	4	6	170	2
IDH3G	1159	1685	2888	542	3344
ROGDI	164	488	320	191	338
PDZD4	58	2	22	17	2
ATP2B3	3	0	1	14	0
ROCK1	4933	3777	2083	2889	1316
CBFB	1979	3303	2794	2032	1891
PDK3	2130	1004	2709	8549	1375
HYAL2	1101	1872	1081	369	1144
HDAC4	1157	1283	880	1178	347
RASSF1	567	388	503	370	993
FGFR3	1198	940	588	255	775
IFI35	1062	805	414	342	593
HEATR6	1081	989	852	386	454
COASY	1972	2420	2000	761	1763
PLEKHH3	741	541	445	166	855
MEF2A	4808	2397	752	1583	536
OTUD5	1333	3318	2077	950	1997
TFE3	1351	1613	1045	895	1893
TBC1D25	360	718	461	304	617
ACSL4	5599	2439	6360	2598	4625
INPP5A	852	575	705	516	380
GPKOW	461	1063	1160	267	924
GRIPAP1	1058	2039	1744	1017	2562
FTSJ1	1204	1403	1982	710	1709
PRR11	812	1803	1753	494	2954
REEP1	296	62	20	378	281
ATP11A	5687	5778	2835	5381	1330
POLR1A	3339	4374	7144	2665	938
LAPTM4A	5127	6864	2746	3126	23869
TTC7A	2817	1150	1110	582	336
IP6K2	1263	3302	2162	1462	6298
STON1.GTF2A1L	13	0	0	2	0
SRBD1	1027	1336	1413	691	418
KIF2A	1720	1865	3412	2828	2229
RASGRP2	109	2	3	91	14
PSME4	6273	2857	4648	4102	2633
IFT80	351	527	305	334	269
SIRT2	998	1231	979	524	787
ERLEC1	2425	3074	2439	1658	7196
PPP2R5B	650	256	661	268	248
PYGM	43	10	7	16	54
PAGE1	0	0	0	3	0
PITX1	219	1071	709	276	863
TRPC7	0	3	11	29	0
MAST4	2640	1121	818	1042	295
ADGRF5	1731	0	9	997	5
SDK2	204	2	7	107	9
ADAM7	2	0	3	9	0
NUP133	2084	2720	4656	1186	2389
NUCKS1	10382	22705	18100	7269	8571
VPS35	5481	8863	10124	4676	6624
DNAJA2	2375	4626	5584	1652	6565
BCL3	511	694	183	430	763
KCNAB2	734	967	680	1148	425
ABCC9	1049	0	15	508	2
GAL	59	1	90	26	326
CLEC2D	864	71	45	697	147
FUNDC1	151	456	619	218	1271
MAOB	566	3976	1529	89	163
RORA	1412	16	154	1958	95
DRD4	38	50	4	19	251
TGFBR3	379	868	1978	1291	3408
PLA2G10	33	802	43	67	69
HES2	148	1	89	176	262
ATP1B3	1968	8319	5913	2413	10164
NEDD4	1261	1835	2139	815	1352
PIGB	344	378	212	391	246
MAPK6	2311	6035	1790	1519	4502
GNB5	846	1191	497	233	484
RAB27A	808	500	90	907	151
HDHD5	502	3252	1661	584	915
UFD1	897	1311	856	1126	1730
LRP6	3515	5643	4719	2989	3741
GUCY2C	77	241	2329	1768	2354
SCT	41	5	2	9	14
PHRF1	2905	2983	2924	955	747
ELP1	1728	3193	5087	2124	2770
NUCB2	1417	982	1135	772	1841
PFN2	1297	203	121	1680	2436
PTPN3	1321	5444	6355	2589	2748
SPTB	150	109	67	76	161
DAPP1	859	467	158	268	21
FGF10	157	0	0	114	142
SLC44A1	7811	17700	11419	7238	11292
TMEM260	1304	732	883	734	740
SMG6	1363	397	887	899	99
EXOC5	3787	2233	2042	1729	1713
CLTCL1	1041	244	604	528	139
FGF22	11	6	7	4	0
FSTL3	5847	608	355	164	305
DGCR2	4225	6474	3148	1779	1016
RNF126	730	3588	1386	424	1482
MNT	795	1318	442	639	373
ZXDC	993	1191	1191	1287	714
JMJD6	730	721	584	421	1281
POLB	592	379	991	439	7376
ST6GALNAC1	801	8193	452	1423	154
WIPI1	1665	852	364	520	612
FRMPD1	4	0	35	12	14
GBA2	865	1504	2511	1201	3193
NDST1	4731	1401	1873	1706	246
ASNS	28	43	167	110	364
AP3M2	902	1253	2050	836	1666
CNGB1	78	0	1	17	5
ST6GALNAC2	44	49	44	31	14
CHAT	1	0	0	6	0
PABPC1	17447	130107	57126	42814	44256
TESK2	120	417	311	145	463
CFAP20	357	994	870	259	1657
CSNK2A2	1380	2880	2261	1735	2578
PTPN21	1538	564	344	619	281
EIF2B3	490	747	863	354	640
CAMK2A	109	1	9	68	2
TCOF1	1527	3696	7072	1336	1267
CDC42	9543	16063	8339	7790	16784
OSBPL3	2638	6161	3272	3163	881
EPHA8	1	0	4	4	2
SLC12A3	7	0	8	17	0
RAD18	508	863	1425	1242	959
ATP2B1	3189	2573	3557	2311	1803
TRPM5	11	538	85	6	194
NCK2	2050	3568	1080	931	2091
MAP4K4	10710	6609	3178	2653	917
MGAT4A	2870	1651	1777	3620	2032
RPL31	8513	19814	21237	6508	284519
WDR1	11567	14557	8164	5849	2919
SNX13	2390	2398	4279	4493	1902
MS4A12	1	0	0	419	0
ARHGAP10	1089	409	70	939	50
RPS6KA2	3113	1684	2248	657	666
ING3	346	597	776	492	586
VASH1	1134	334	221	463	40
LMCD1	3024	349	301	785	1250
BUD23	1527	2703	4083	1105	4268
SEL1L	9551	6092	4632	4490	3115
TRIP13	375	634	1835	383	253
ATP6AP1	3580	3711	5881	2001	5284
TCF3	1641	6332	3809	1047	1943
TRIB2	3050	390	134	539	61
DAZAP1	2011	8067	3370	2638	2952
MBD3	808	928	1827	376	546
PRLH	0	0	0	1	0
HLTF	978	1980	1918	691	31
FAM50A	1725	1997	2545	445	2540
FAM3A	811	1166	1778	636	2257
CPSF1	2320	4713	4438	1674	3954
MYO3B	121	1	37	121	12
CYBRD1	9864	7	127	2728	196
CDH19	446	0	1	77	0
PDCD2	1108	3685	3773	1745	10476
SLC6A15	0	0	1	17	0
RDH11	3111	4775	4208	712	4620
PRKACA	1175	4676	810	901	1787
ADGRL1	710	2903	2139	885	1326
SPP2	0	0	0	2	0
ACTN1	29315	11898	7949	2842	3403
ZFYVE26	4094	1121	948	1537	536
RPS6KA6	24	1	566	383	338
EPN2	652	390	599	409	151
PTPN18	1500	6175	862	1288	818
LIMS2	700	3	7	215	0
ASIC4	8	9	6	6	24
SPEG	402	189	10	131	255
LNX1	246	474	412	294	210
ALDH3A2	1382	7283	3776	1541	2226
TFRC	4557	6130	8640	12060	11863
SREBF1	1826	6329	3828	619	1751
TRPC5	36	1	18	63	2
AFF4	8252	5638	8609	7268	1973
UBE2D1	606	1152	1156	782	1288
MPP5	2806	1984	1254	1428	1685
RHOBTB1	1694	395	312	1616	128
SMC1A	3060	7435	6879	4726	1295
HSD17B10	533	2195	2990	546	2333
MARK2	1993	3719	2309	2216	1508
HMMR	286	1708	2497	565	2122
CHFR	1289	4	715	781	435
TRHDE	137	45	22	248	7
P4HA2	2492	1254	5324	800	1505
FCGR2B	331	0	1	234	0
NFATC3	1088	1259	1147	1218	307
TRNT1	643	970	1039	831	1390
ACADVL	4204	12023	4648	2086	3635
STK10	1786	829	1313	1005	165
FBXW11	2171	2899	3843	1899	1314
ACAP1	378	43	58	281	69
CRMP1	384	0	6	237	0
EVC	2386	0	9	491	0
DERL2	813	407	741	657	525
SIDT1	287	46	161	355	113
NDE1	1044	1204	1052	601	1094
IRAG1	3185	2	4	1297	0
TMEM38A	84	5760	735	54	813
AP1M1	1183	2325	2524	513	544
PVR	2671	1641	1729	1118	553
XRCC1	678	1894	492	209	629
SCARB1	1476	1496	2135	1355	1219
CYP2W1	33	96	25	100	170
MCM2	631	4925	3211	311	385
MOV10L1	152	0	2	74	5
PANX2	94	28	2	14	33
SELENOO	359	794	627	188	451
TP63	644	10	2	24	2
ALPK1	1616	1387	621	1597	829
LLGL2	5098	9003	3775	1972	5114
PDE8A	3672	2680	1247	1536	1014
CLCN4	387	341	394	354	206
NLE1	517	1290	1416	287	525
SDHA	338	226	404	390	284
SMARCE1	461	689	281	1167	180
FNDC8	0	2	2	2	5
GSDMB	1120	9782	735	1254	2413
KDM5A	7110	2424	4083	4396	1730
ADAM11	16	16	18	10	43
PPP2R3A	1194	460	301	914	248
FERMT2	3195	1	8	894	31
ABCB11	19	6	16	53	0
DHRS9	129	1	205	385	50
CD5L	0	0	0	7	0
PTGS2	978	2	16	107	14
IGF2BP2	1712	4163	1699	1540	5490
MAP3K13	1128	1772	1386	1549	2255
ST6GAL1	1709	145	1749	2711	1286
TBX21	33	0	0	16	0
VDAC1P1	7	17	21	10	33
FRY	2292	4918	1214	1331	109
PICALM	13704	6550	5499	6930	4450
NSF	1481	1238	1063	1242	648
GLI2	751	18	9	205	5
CLASP1	4285	1973	2395	2256	1534
MRPS34	811	2836	1771	398	2141
NOTCH3	15029	2042	342	1752	1094
CLNS1A	2331	6364	6529	2286	11906
PPP2R2C	12	24	115	113	12
TEAD2	954	900	800	248	704
EED	799	697	814	626	993
CDHR2	1508	345	176	607	80
SNCB	0	0	0	5	2
TSG101	1727	4267	2205	988	5282
NCBP3	2137	1453	1688	1901	503
ATP2A3	1235	847	362	974	314
CA12	808	134	2115	2788	2309
MGLL	6665	3777	962	2557	2356
NTN4	1808	2910	284	336	388
BCS1L	457	1123	767	338	1271
NUAK1	2731	595	73	577	85
DPP8	2035	3969	2010	1871	1787
SLC24A1	586	1917	583	411	184
ZNF532	7205	565	224	1362	416
SCARF1	427	46	34	168	17
LMAN1	6915	10160	3581	3224	2852
HACD3	2258	16141	8401	2012	12312
IPCEF1	216	60	23	203	43
ZZEF1	3296	1123	2227	3485	343
NOX3	0	1	1	7	2
ENO1	32631	40751	34550	6942	12464
SLC12A1	54	0	1	39	2
MYDGF	1138	2367	2039	685	2618
ANO8	392	775	383	132	371
TUBE1	361	361	814	431	1720
ARHGEF10L	2006	1944	1586	1436	1654
TXK	95	20	50	170	9
WSCD2	15	1	1	13	0
KCNQ2	2	1	9	24	5
TACR2	22	17	20	40	19
ACTR6	375	716	882	355	2056
TIPIN	149	586	436	104	272
SRI	1757	3698	2286	1818	4786
EIF4G3	5458	7560	4628	4329	2160
NUP37	326	1452	1328	352	4129
SEMA3A	394	1032	5263	1000	3720
GTSE1	323	797	400	315	272
SEMA3C	8616	596	2576	2564	534
TTC38	1568	1550	1641	1028	1562
ACAT1	526	1220	2242	996	2044
GRAMD4	1720	3398	1573	1202	383
CELSR1	16730	1663	127	949	782
WNT8B	12	87	45	29	28
ZNF638	6710	4855	6227	4642	5268
SLC25A40	442	1647	1077	965	1175
TIMM21	264	610	316	237	248
ADD2	197	0	1	35	12
FGF4	0	0	0	6	0
RASAL2	4862	1124	1787	1891	158
VPS9D1	393	282	126	145	217
ZNF37A	1037	1136	1687	1912	508
MARK3	4879	3029	2116	3350	4592
SLC25A3	5578	17367	20133	4042	50783
FNDC3B	11942	1841	2886	9000	929
FOSL2	10259	3325	3222	4310	1009
CACNG5	2	0	0	15	0
CACNG4	3	0	33	79	9
FRYL	6456	3179	3402	9350	1399
TMEM131	2918	4179	1513	3617	1314
FSCN1	3488	2555	1381	315	863
ACTB	160813	142470	75664	55156	45031
MOCOS	542	456	916	358	92
PLD1	2394	1363	2039	1822	1229
ATP12A	2	0	2	14	7
WDR62	441	952	746	225	253
DLG1	3283	3119	3847	4527	3049
RAB7A	3268	14389	2251	4596	10637
BCAP29	34	14	34	86	12
SEC31B	208	368	235	312	359
SART3	1469	2480	2612	1275	1354
ARHGAP15	377	0	2	388	0
TUBA3D	30	0	23	44	38
PAX2	0	0	0	8	2
EXOSC7	544	848	723	479	1508
KIFAP3	1555	600	633	749	461
MKRN2	963	1351	1159	953	1524
MCM6	1327	4646	3496	980	1153
REXO2	1400	507	853	870	955
RBM7	796	436	694	713	1463
RBMS2	3418	3179	1613	2495	2117
BAZ2A	4139	11441	4509	4021	4334
PTPN23	1493	4118	647	993	1772
MLH1	1057	1164	900	733	825
UNG	680	4885	4017	706	2082
FMO4	174	244	117	165	180
KLHL20	875	795	709	396	539
RGS11	66	220	66	25	21
SLC46A1	152	179	180	155	173
PLXNA2	1478	2368	1880	1454	241
SPAG5	588	1036	1311	599	967
ANKRD13A	1603	1192	1061	1516	539
TPD52	655	6282	3410	4450	2987
ACACB	846	2114	1401	1100	1061
TRAF4	1450	3786	1296	697	3814
PAG1	1883	157	1379	4556	350
GPATCH1	464	604	575	383	302
ICAM3	49	0	2	17	0
NT5C2	2082	2316	2176	2223	1633
MCAM	5119	5	34	934	59
GPC4	2272	1304	2016	1742	2410
MBNL3	1719	1356	2116	1424	2233
CAMSAP3	686	3114	1543	505	1196
RAP1GAP	848	1403	698	311	222
XAB2	919	2643	1185	372	1647
ARHGEF1	2918	5849	1795	956	1579
STXBP2	498	1400	603	380	997
MAP2K7	569	2601	903	372	872
NMRK2	0	0	0	5	2
DGKD	1899	2612	2006	1882	2283
CTTNBP2	202	2	97	1205	57
ACTL6B	2	0	0	5	0
RARB	674	323	97	225	206
TOP2B	5961	6945	7285	4507	2158
TM9SF3	9908	21425	21546	13839	8590
NFKB2	1691	2732	1201	496	1314
UBE2T	171	1437	1303	218	3921
PPP1R12B	2373	2551	1052	3468	867
DNAJC10	6954	6036	5755	4496	3564
GTF3C1	4956	5673	7127	1682	1496
IL4R	3963	1604	2214	1525	456
USP33	1843	3195	2350	2548	2035
PAK3	152	0	6	50	7
CAPN6	246	1	9	104	61
DCX	24	0	2	27	0
SNRPA	778	3823	2022	328	2540
SPAG6	2	1	1	9	0
EXOSC5	314	1077	616	156	778
DYNC1I2	3985	4778	2121	1932	7026
APBB1IP	516	1	2	331	0
LRCH4	481	665	344	254	369
FAM76B	779	443	657	616	645
SIRT6	259	1204	592	203	428
TYR	18	0	0	9	0
POLD3	863	1383	1413	917	456
ACTN2	17	0	0	26	0
CAPZB	6779	7769	1968	4244	3545
GPR137B	938	401	679	666	1175
NAALAD2	107	5	46	131	59
JADE1	1218	1070	281	720	239
SLC25A43	718	731	1870	1006	1321
UBE2A	1505	2525	3098	2150	5516
FGFR1	2838	0	675	753	565
FKBP6	1	0	2	13	7
SMC1B	12	17	29	95	69
FBLN1	5305	2	90	2183	926
ITGA8	202	0	0	340	2
CST7	320	5	12	65	17
MAP2	1206	157	26	149	21
PIAS2	1083	504	554	1317	347
AMPH	126	0	1	120	0
ARAF	1196	2658	1786	822	1952
MCCC1	540	1326	1620	653	565
LAMP3	211	74	66	305	99
FAP	5166	0	6	733	0
NEBL	925	517	5714	5609	5766
ACER3	1283	2987	1418	1637	718
UBE2K	2430	6189	2427	4215	3058
PIK3C3	1713	895	875	1432	458
N4BP2	1416	522	497	1328	106
TIGAR	466	226	358	418	340
TULP3	901	1238	869	627	690
SYNJ2	4102	2136	2929	2550	1824
ADCY2	202	1	1	85	2
PPP2R5C	5007	6986	6142	3236	15318
PMS2P1	240	346	409	243	754
RBFOX1	4	0	1	94	0
GNB1	9754	18736	5560	6587	5362
HOXA9	7	3	1172	1378	4379
EDN1	1259	1653	628	241	128
MLLT10	1348	1983	1295	1693	1867
ZCWPW1	196	133	86	131	38
ADCYAP1R1	47	0	1	23	0
FGF20	7	22	46	5	5
P2RY10	114	0	5	134	2
ITM2A	263	0	1	100	5
NRDC	4228	5845	3296	3384	1803
VDAC3	1162	1928	4029	1613	14780
PCM1	5674	3607	3055	3685	853
TNRC6C	1314	576	578	1234	640
CBFA2T2	1327	1434	1479	2637	2739
BRINP1	38	6	0	11	0
ITCH	5255	3725	7248	5569	5877
PKD2L2	24	9	20	124	28
TP53INP2	1366	344	231	1060	137
SDF4	3947	6777	2528	1321	2203
MYH7B	144	92	124	211	80
BPIFB2	0	0	0	6	0
TP73	59	507	68	73	19
TOLLIP	1481	2415	1721	959	1463
UBE2D4	341	576	515	449	373
CLUL1	12	3	2	10	2
RUNX1T1	743	0	2	786	0
CDH17	196	1675	17347	10860	13693
THOC1	930	767	1606	713	1465
FKBP7	548	332	146	170	470
OSBPL6	140	0	21	96	21
SLC1A3	1334	9	8	687	2
XRCC5	12760	18334	13737	5961	10580
LXN	904	407	255	412	165
SP140	230	11	5	374	5
MKNK1	1271	756	502	1019	562
TNS1	17766	8	74	3913	28
REXO1	737	1835	733	403	548
SAR1A	3417	3038	5036	3134	9037
CDC14A	264	327	143	436	258
RAPGEF3	264	129	133	338	66
CEACAM1	704	2480	1490	5274	2295
SENP1	1147	1296	880	884	428
DUSP13	1	8	6	2	0
CIC	3920	4534	1127	915	662
LIPE	80	899	204	125	125
FDFT1	2330	152793	4383	1830	6409
PAFAH1B3	282	936	633	119	796
OPHN1	776	529	1459	641	333
AFM	0	0	3	4	0
KIF22	748	1687	2126	352	692
SCGN	33	0	4	12	0
CARMIL1	2227	5242	3268	1425	718
PGM1	1763	3206	1419	646	837
DDX1	2645	5102	4383	2419	4488
DNM2	5358	11460	8133	4442	3025
EPB41L2	3736	7685	12738	5647	2434
RIMS1	4	0	1	50	0
MOXD1	1464	6	7	613	9
STX7	3964	2710	2630	3682	5261
RABL2B	264	968	247	282	352
KEAP1	1427	3078	2327	596	993
DDX43	12	8	1	37	220
PTPRH	1084	1499	783	402	206
DCT	6	0	11	29	12
SLC35C2	1671	2183	2193	1796	2177
CRYBG3	2714	618	1153	2183	177
EPHA6	7	0	1	19	0
SCTR	637	3	7	35	5
RFX3	444	535	673	1189	971
RIF1	7173	3080	6268	6704	2266
RAB21	2031	2414	2809	2738	2772
SLC4A4	491	397	207	1589	7
SMARCA2	3569	1774	3553	4728	1657
RDH8	1	0	1	3	2
SESN1	764	324	729	1429	5932
MID2	877	28	740	496	444
DNAAF6	1	1	1	6	0
COL5A3	1919	2	8	322	0
SRCAP	211	273	152	373	83
PUM3	756	1255	3168	1450	2557
CPB2	5	1	13	36	7
CHRNA3	63	42	29	108	21
KCNN2	15	0	12	19	9
CNOT4	981	1296	874	1407	681
PSEN1	5540	4421	3330	2314	3405
CPOX	443	967	944	420	1146
CLDND1	1027	1281	766	1155	5005
MOK	596	294	193	198	123
HSP90AA1	25617	40068	32658	10712	88891
RBL1	582	753	1573	1590	378
DLGAP4	2181	1924	1095	2341	2822
IGSF9B	561	328	175	389	269
CFHR2	0	0	0	3	0
CROCCP3	275	56	119	274	135
NDC80	366	802	1932	214	494
AP4E1	764	794	725	587	251
RSBN1	873	1190	1266	1543	1267
MAGI3	1007	1277	1064	2080	293
CXCL2	564	75	52	1040	338
AFP	6	0	13	10	0
COL4A4	2931	6	23	384	7
TCF7	437	5288	1889	1674	933
OSTM1	1161	435	614	856	2106
CDH7	1	0	30	20	2
IMPG2	47	11	7	68	0
